,store_id,order_id,profit,delivery_distance,date_create,order_start_prepare,planned_prep_time,order_ready,order_pickup,region_id,status_id,items_count,order_price,day_of_week,hour_start,minutes_start,hour_start_sin,hour_start_cos,minutes_start_sin,minutes_start_cos,prepared_on_time
18,5863,20562521,34.760000000000005,3868,2024-09-05 15:07:08.000000000,2024-09-05 15:07:58.000000000,15.0,2024-09-05 15:16:50.000000000,2024-09-05 15:44:50,703,F,2,21.91,3,15,7,-0.7071067811865471,-0.7071067811865479,0.9659258262890683,-0.25881904510252063,True
19,11267,20562519,34.365,4743,2024-09-05 15:06:23.000000000,2024-09-05 15:06:39.000000000,15.0,2024-09-05 15:20:43.000000000,2024-09-05 15:48:43,683,F,2,47.55,3,15,6,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,True
20,10935,20562515,54.92085478197756,630,2024-09-05 15:06:22.000000000,2024-09-05 15:06:39.000000000,15.0,2024-09-05 15:25:06.000000000,2024-09-05 15:53:06,707,F,3,15.889999999999999,3,15,6,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,True
21,4050,20562509,4.424,1397,2024-09-05 15:06:03.000000000,2024-09-05 15:06:12.000000000,20.0,2024-09-05 15:15:11.000000000,2024-09-05 15:43:11,683,F,1,23.2,3,15,6,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,True
22,9787,20562503,12.482,3874,2024-09-05 15:13:07.000000000,2024-09-05 15:13:13.000000000,15.0,2024-09-05 15:30:15.000000000,2024-09-05 15:58:15,683,F,3,70.69,3,15,13,-0.7071067811865471,-0.7071067811865479,-0.2588190451025208,-0.9659258262890683,True
23,8941,20562501,28.045,3146,2024-09-05 15:05:04.000000000,2024-09-05 15:05:34.293065910,25.0,2024-09-05 15:27:16.000000000,2024-09-05 15:55:16,683,F,2,14.08,3,15,5,-0.7071067811865471,-0.7071067811865479,0.9659258262890683,0.25881904510252074,True
24,3503,20562489,11.534,9689,2024-09-05 15:06:07.000000000,2024-09-05 15:06:18.000000000,15.0,2024-09-05 15:19:19.000000000,2024-09-05 15:47:19,683,F,2,29.65,3,15,6,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,True
25,9499,20562485,54.92085478197756,2452,2024-09-05 15:03:45.000000000,2024-09-05 15:04:01.000000000,20.0,2024-09-05 15:22:09.000000000,2024-09-05 15:50:09,707,F,3,68.47999999999999,3,15,4,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,True
26,9559,20562475,25.201,1367,2024-09-05 15:02:42.000000000,2024-09-05 15:02:53.000000000,15.0,2024-09-05 15:20:27.083525794,2024-09-05 15:41:31,717,F,5,103.7,3,15,2,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,True
27,3982,20562473,54.92085478197756,2181,2024-09-05 15:02:44.000000000,2024-09-05 15:02:54.000000000,15.0,2024-09-05 15:14:05.000000000,2024-09-05 15:42:05,707,F,2,9.83,3,15,2,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,True
28,3610,20562469,17.38,2548,2024-09-05 15:02:46.000000000,2024-09-05 15:02:50.000000000,20.0,2024-09-05 15:25:24.083525794,2024-09-05 15:32:17,689,F,1,2.77,3,15,2,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,True
29,4894,20562467,37.051,129,2024-09-05 15:02:19.000000000,2024-09-05 15:02:28.000000000,30.0,2024-09-05 15:35:02.083525794,2024-09-05 15:53:38,683,F,3,38.51,3,15,2,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,True
30,5355,20562455,71.495,1667,2024-09-05 15:08:23.000000000,2024-09-05 15:08:38.000000000,35.0,2024-09-05 15:46:12.083525794,2024-09-05 16:00:11,691,F,2,79.59,3,15,8,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,True
31,9383,20562453,9.875,2851,2024-09-05 15:01:04.000000000,2024-09-05 15:01:13.000000000,20.0,2024-09-05 15:26:11.000000000,2024-09-05 15:54:11,695,F,2,28.080000000000002,3,15,1,-0.7071067811865471,-0.7071067811865479,0.25881904510252074,0.9659258262890683,True
32,5212,20562447,21.8672,2646,2024-09-05 15:00:06.000000000,2024-09-05 15:00:10.000000000,20.0,2024-09-05 15:11:04.000000000,2024-09-05 15:39:04,683,F,2,37.59,3,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,True
33,3338,20562437,54.92085478197756,2322,2024-09-05 14:59:27.000000000,2024-09-05 14:59:34.000000000,30.0,2024-09-05 15:27:20.000000000,2024-09-05 15:55:20,683,F,1,28.04,3,14,59,-0.4999999999999997,-0.8660254037844388,0.2588190451025211,-0.9659258262890682,True
34,10523,20562435,17.6328,1507,2024-09-05 15:05:06.000000000,2024-09-05 15:05:36.293065910,20.0,2024-09-05 15:19:21.000000000,2024-09-05 15:47:21,717,F,2,37.68,3,15,5,-0.7071067811865471,-0.7071067811865479,0.9659258262890683,0.25881904510252074,True
35,8569,20562433,84.925,2600,2024-09-05 14:59:08.000000000,2024-09-05 14:59:17.000000000,40.0,2024-09-05 15:28:00.000000000,2024-09-05 15:56:00,685,F,2,38.39,3,14,59,-0.4999999999999997,-0.8660254037844388,0.2588190451025211,-0.9659258262890682,True
36,9371,20562431,15.01,6244,2024-09-05 14:59:13.000000000,2024-09-05 14:59:21.000000000,15.0,2024-09-05 15:11:05.000000000,2024-09-05 15:39:05,717,F,3,68.91,3,14,59,-0.4999999999999997,-0.8660254037844388,0.2588190451025211,-0.9659258262890682,True
37,5335,20562417,5.53,710,2024-09-05 14:58:09.000000000,2024-09-05 14:58:15.000000000,15.0,2024-09-05 15:09:34.000000000,2024-09-05 15:37:34,707,F,2,7.58,3,14,58,-0.4999999999999997,-0.8660254037844388,0.5,-0.8660254037844386,True
38,3149,20562415,41.9885,2974,2024-09-05 14:58:58.000000000,2024-09-05 14:59:10.000000000,25.0,2024-09-05 15:26:44.083525794,2024-09-05 15:59:47,685,F,3,44.92,3,14,59,-0.4999999999999997,-0.8660254037844388,0.2588190451025211,-0.9659258262890682,True
39,3522,20562409,62.568,9387,2024-09-05 14:58:11.000000000,2024-09-05 15:00:31.000000000,25.0,2024-09-05 15:09:17.000000000,2024-09-05 15:37:17,685,F,2,16.54,3,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,True
40,6915,20562407,12.64,1006,2024-09-05 14:57:32.000000000,2024-09-05 14:57:41.000000000,10.0,2024-09-05 15:06:30.000000000,2024-09-05 15:34:30,683,F,2,38.08,3,14,57,-0.4999999999999997,-0.8660254037844388,0.7071067811865486,-0.7071067811865465,True
41,6691,20562405,101.4992,3143,2024-09-05 14:57:22.000000000,2024-09-05 14:57:27.000000000,30.0,2024-09-05 15:19:44.000000000,2024-09-05 15:47:44,683,F,2,20.34,3,14,57,-0.4999999999999997,-0.8660254037844388,0.7071067811865486,-0.7071067811865465,True
42,9739,20562403,6.32,1935,2024-09-05 15:02:22.000000000,2024-09-05 15:08:20.000000000,15.0,2024-09-05 15:22:23.000000000,2024-09-05 15:50:23,707,F,1,42.99,3,15,8,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,True
43,11087,20562401,107.44,4334,2024-09-05 14:56:54.000000000,2024-09-05 14:57:23.000000000,25.0,2024-09-05 15:16:31.000000000,2024-09-05 15:44:31,683,F,3,58.08,3,14,57,-0.4999999999999997,-0.8660254037844388,0.7071067811865486,-0.7071067811865465,True
44,5955,20562399,22.91,3287,2024-09-05 14:55:41.000000000,2024-09-05 14:55:53.000000000,25.0,2024-09-05 15:11:10.000000000,2024-09-05 15:39:10,703,F,2,16.96,3,14,55,-0.4999999999999997,-0.8660254037844388,0.9659258262890681,-0.2588190451025216,True
45,3503,20562395,37.525,5031,2024-09-05 14:55:34.000000000,2024-09-05 14:55:41.000000000,25.0,2024-09-05 15:09:11.000000000,2024-09-05 15:37:11,683,F,4,66.59,3,14,55,-0.4999999999999997,-0.8660254037844388,0.9659258262890681,-0.2588190451025216,True
46,11065,20562385,97.96,4883,2024-09-05 14:56:56.000000000,2024-09-05 14:58:58.000000000,20.0,2024-09-05 15:22:32.000000000,2024-09-05 15:50:32,683,F,2,38.519999999999996,3,14,58,-0.4999999999999997,-0.8660254037844388,0.5,-0.8660254037844386,True
47,3196,20562381,18.328,2211,2024-09-05 14:54:25.000000000,2024-09-05 14:54:37.000000000,40.0,2024-09-05 15:11:52.000000000,2024-09-05 15:39:52,683,F,6,86.09,3,14,54,-0.4999999999999997,-0.8660254037844388,1.0,5.51091059616309e-16,True
48,3750,20562379,124.425,1352,2024-09-05 14:54:19.000000000,2024-09-05 14:54:29.000000000,35.0,2024-09-05 15:22:08.000000000,2024-09-05 15:50:08,683,F,6,108.52,3,14,54,-0.4999999999999997,-0.8660254037844388,1.0,5.51091059616309e-16,True
49,10511,20562377,15.642,805,2024-09-05 14:53:02.000000000,2024-09-05 14:53:08.000000000,20.0,2024-09-05 15:06:20.000000000,2024-09-05 15:34:20,683,F,1,2.77,3,14,53,-0.4999999999999997,-0.8660254037844388,0.9659258262890682,0.258819045102521,True
50,4497,20562375,12.64,8386,2024-09-05 14:52:25.000000000,2024-09-05 14:52:33.000000000,25.0,2024-09-05 15:12:50.000000000,2024-09-05 15:40:50,707,F,1,8.27,3,14,52,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,0.49999999999999994,True
51,8267,20562373,30.415,1379,2024-09-05 14:52:19.000000000,2024-09-05 14:52:23.000000000,20.0,2024-09-05 15:05:16.000000000,2024-09-05 15:33:16,689,F,2,59.379999999999995,3,14,52,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,0.49999999999999994,True
52,9479,20562359,17.380000000000003,2486,2024-09-05 14:51:15.000000000,2024-09-05 14:51:26.000000000,25.0,2024-09-05 15:05:13.000000000,2024-09-05 15:33:13,683,F,2,51.2,3,14,51,-0.4999999999999997,-0.8660254037844388,0.7071067811865466,0.7071067811865486,True
53,11251,20562355,19.75,11057,2024-09-05 14:55:33.000000000,2024-09-05 15:01:09.000000000,15.0,2024-09-05 15:07:26.000000000,2024-09-05 15:35:26,689,F,1,23.98,3,15,1,-0.7071067811865471,-0.7071067811865479,0.25881904510252074,0.9659258262890683,True
54,4751,20562353,14.694,6190,2024-09-05 14:53:46.000000000,2024-09-05 14:55:07.000000000,25.0,2024-09-05 15:19:02.000000000,2024-09-05 15:47:02,691,F,5,75.02000000000001,3,14,55,-0.4999999999999997,-0.8660254037844388,0.9659258262890681,-0.2588190451025216,True
55,9559,20562351,16.116,1278,2024-09-05 14:58:04.000000000,2024-09-05 14:58:15.000000000,15.0,2024-09-05 15:16:12.000000000,2024-09-05 15:44:12,717,F,2,44.95,3,14,58,-0.4999999999999997,-0.8660254037844388,0.5,-0.8660254037844386,True
56,8767,20562349,61.304,8251,2024-09-05 14:49:40.000000000,2024-09-05 14:49:52.000000000,20.0,2024-09-05 15:11:23.000000000,2024-09-05 15:39:23,717,F,3,36.489999999999995,3,14,49,-0.4999999999999997,-0.8660254037844388,0.25881904510252,0.9659258262890685,True
57,8367,20562343,11.06,6071,2024-09-05 14:50:00.000000000,2024-09-05 14:50:30.293065910,20.0,2024-09-05 15:17:02.000000000,2024-09-05 15:45:02,707,F,1,8.27,3,14,50,-0.4999999999999997,-0.8660254037844388,0.5000000000000006,0.8660254037844383,False
58,10243,20562341,30.336,6342,2024-09-05 14:49:30.000000000,2024-09-05 14:49:37.000000000,25.0,2024-09-05 15:16:24.000000000,2024-09-05 15:44:24,689,F,3,38.0,3,14,49,-0.4999999999999997,-0.8660254037844388,0.25881904510252,0.9659258262890685,True
59,11339,20562339,23.542,2695,2024-09-05 14:53:45.000000000,2024-09-05 15:11:51.000000000,30.0,2024-09-05 15:24:15.000000000,2024-09-05 15:52:15,707,F,5,58.1,3,15,11,-0.7071067811865471,-0.7071067811865479,0.258819045102521,-0.9659258262890682,True
60,3978,20562335,32.232,1126,2024-09-05 14:49:51.000000000,2024-09-05 14:50:00.000000000,25.0,2024-09-05 15:12:27.000000000,2024-09-05 15:40:27,695,F,2,50.95,3,14,50,-0.4999999999999997,-0.8660254037844388,0.5000000000000006,0.8660254037844383,True
61,11739,20562333,101.752,6669,2024-09-05 14:50:01.000000000,2024-09-05 14:50:17.000000000,20.0,2024-09-05 15:06:41.000000000,2024-09-05 15:34:41,685,F,2,37.519999999999996,3,14,50,-0.4999999999999997,-0.8660254037844388,0.5000000000000006,0.8660254037844383,True
62,3148,20562329,73.1224,1891,2024-09-05 14:49:32.000000000,2024-09-05 14:51:51.000000000,25.0,2024-09-05 15:07:16.000000000,2024-09-05 15:35:16,683,F,4,30.68,3,14,51,-0.4999999999999997,-0.8660254037844388,0.7071067811865466,0.7071067811865486,True
63,7917,20562313,16.985,1948,2024-09-05 14:48:27.000000000,2024-09-05 14:48:33.000000000,20.0,2024-09-05 14:56:56.000000000,2024-09-05 15:24:56,703,F,2,24.63,3,14,48,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,True
64,9991,20562309,18.96,1757,2024-09-05 14:47:06.000000000,2024-09-05 14:47:15.000000000,15.0,2024-09-05 15:03:51.000000000,2024-09-05 15:31:51,683,F,1,6.17,3,14,47,-0.4999999999999997,-0.8660254037844388,-0.25881904510252096,0.9659258262890682,True
65,5719,20562307,39.5,4388,2024-09-05 14:47:19.000000000,2024-09-05 14:47:49.293065910,30.0,2024-09-05 15:03:50.000000000,2024-09-05 15:31:50,683,F,5,95.00999999999999,3,14,47,-0.4999999999999997,-0.8660254037844388,-0.25881904510252096,0.9659258262890682,True
66,9859,20562299,10.586,356,2024-09-05 14:46:07.000000000,2024-09-05 14:46:19.000000000,20.0,2024-09-05 14:57:41.000000000,2024-09-05 15:25:41,703,F,3,51.24,3,14,46,-0.4999999999999997,-0.8660254037844388,-0.5000000000000014,0.8660254037844378,True
67,9373,20562295,43.45,2452,2024-09-05 14:45:55.000000000,2024-09-05 14:45:59.000000000,20.0,2024-09-05 14:50:18.000000000,2024-09-05 15:18:18,683,F,2,82.77,3,14,45,-0.4999999999999997,-0.8660254037844388,-0.7071067811865472,0.7071067811865478,True
68,3503,20562293,39.895,1942,2024-09-05 14:46:25.000000000,2024-09-05 14:46:31.000000000,25.0,2024-09-05 15:06:14.000000000,2024-09-05 15:34:14,683,F,3,32.54,3,14,46,-0.4999999999999997,-0.8660254037844388,-0.5000000000000014,0.8660254037844378,True
69,10825,20562285,46.136,4031,2024-09-05 14:45:29.000000000,2024-09-05 14:46:30.000000000,25.0,2024-09-05 15:06:37.000000000,2024-09-05 15:34:37,683,F,4,57.37,3,14,46,-0.4999999999999997,-0.8660254037844388,-0.5000000000000014,0.8660254037844378,True
70,3219,20562283,15.01,8491,2024-09-05 14:44:58.000000000,2024-09-05 14:45:28.293065910,40.0,2024-09-05 15:10:50.000000000,2024-09-05 15:38:50,685,F,5,138.16,3,14,45,-0.4999999999999997,-0.8660254037844388,-0.7071067811865472,0.7071067811865478,True
71,3818,20562281,54.92085478197756,624,2024-09-05 14:44:17.000000000,2024-09-05 14:44:22.000000000,25.0,2024-09-05 15:11:56.083525794,2024-09-05 15:35:39,683,F,3,60.85,3,14,44,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999991,True
72,5977,20562277,54.92085478197756,576,2024-09-05 14:43:54.000000000,2024-09-05 14:44:07.000000000,25.0,2024-09-05 15:11:41.083525794,2024-09-05 15:30:21,683,F,3,90.56,3,14,44,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999991,True
73,11415,20562273,12.64,1759,2024-09-05 14:43:41.000000000,2024-09-05 14:43:51.000000000,15.0,2024-09-05 15:17:39.000000000,2024-09-05 15:45:39,707,F,2,29.3,3,14,43,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025201,False
74,4482,20562269,68.256,2032,2024-09-05 14:43:16.000000000,2024-09-05 14:43:25.000000000,30.0,2024-09-05 15:01:39.000000000,2024-09-05 15:29:39,683,F,2,73.99000000000001,3,14,43,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025201,True
75,3239,20562267,13.035,3138,2024-09-05 14:49:00.000000000,2024-09-05 14:50:13.000000000,10.0,2024-09-05 15:02:47.083525794,2024-09-05 15:36:01,683,F,1,10.25,3,14,50,-0.4999999999999997,-0.8660254037844388,0.5000000000000006,0.8660254037844383,True
76,4645,20562265,20.145,6160,2024-09-05 14:48:29.000000000,2024-09-05 14:48:59.293065910,15.0,2024-09-05 14:59:00.000000000,2024-09-05 15:27:00,703,F,2,16.6,3,14,48,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,True
77,3196,20562261,22.120000000000005,2973,2024-09-05 14:46:33.000000000,2024-09-05 14:46:46.000000000,40.0,2024-09-05 15:03:38.000000000,2024-09-05 15:31:38,683,F,5,57.75,3,14,46,-0.4999999999999997,-0.8660254037844388,-0.5000000000000014,0.8660254037844378,True
78,11415,20562257,3.95,1371,2024-09-05 14:43:06.000000000,2024-09-05 14:43:20.000000000,10.0,2024-09-05 14:56:07.000000000,2024-09-05 15:24:07,707,F,1,53.45,3,14,43,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025201,True
79,11087,20562253,64.385,4858,2024-09-05 14:48:15.000000000,2024-09-05 14:49:36.000000000,25.0,2024-09-05 15:05:40.000000000,2024-09-05 15:33:40,683,F,3,24.669999999999998,3,14,49,-0.4999999999999997,-0.8660254037844388,0.25881904510252,0.9659258262890685,True
80,4624,20562249,12.166,5003,2024-09-05 14:41:49.000000000,2024-09-05 14:46:19.000000000,25.0,2024-09-05 15:14:15.000000000,2024-09-05 15:42:15,707,F,3,59.19,3,14,46,-0.4999999999999997,-0.8660254037844388,-0.5000000000000014,0.8660254037844378,True
81,8315,20562245,45.82,6564,2024-09-05 14:41:17.000000000,2024-09-05 14:54:31.000000000,20.0,2024-09-05 14:55:50.000000000,2024-09-05 15:23:50,683,F,5,87.03,3,14,54,-0.4999999999999997,-0.8660254037844388,1.0,5.51091059616309e-16,True
82,7331,20562243,43.845,4338,2024-09-05 14:41:22.000000000,2024-09-05 14:44:41.000000000,20.0,2024-09-05 15:39:30.000000000,2024-09-05 16:07:30,695,F,3,25.75,3,14,44,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999991,False
83,3219,20562241,7.505000000000001,5840,2024-09-05 14:40:55.000000000,2024-09-05 14:41:05.000000000,35.0,2024-09-05 15:16:55.000000000,2024-09-05 15:44:55,685,F,2,44.269999999999996,3,14,41,-0.4999999999999997,-0.8660254037844388,-0.9659258262890678,-0.25881904510252257,True
84,3750,20562233,54.92085478197756,2979,2024-09-05 14:43:52.000000000,2024-09-05 14:44:07.000000000,30.0,2024-09-05 15:20:04.000000000,2024-09-05 15:48:04,683,F,3,54.6,3,14,44,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999991,False
85,4254,20562231,54.92085478197756,9101,2024-09-05 14:40:39.000000000,2024-09-05 14:42:56.000000000,30.0,2024-09-05 15:15:30.083525794,2024-09-05 15:34:35,691,F,5,110.45,3,14,42,-0.4999999999999997,-0.8660254037844388,-1.0,-4.286263797015736e-16,True
86,3058,20562227,57.275,1030,2024-09-05 14:40:13.000000000,2024-09-05 14:40:20.000000000,20.0,2024-09-05 15:03:19.000000000,2024-09-05 15:31:19,683,F,3,60.68,3,14,40,-0.4999999999999997,-0.8660254037844388,-0.8660254037844387,-0.49999999999999983,True
87,7283,20562225,43.608,8657,2024-09-05 14:40:06.000000000,2024-09-05 14:51:42.000000000,15.0,2024-09-05 15:12:45.000000000,2024-09-05 15:40:45,707,F,2,65.58,3,14,51,-0.4999999999999997,-0.8660254037844388,0.7071067811865466,0.7071067811865486,False
88,3053,20562223,30.02,3390,2024-09-05 14:45:22.000000000,2024-09-05 14:46:34.000000000,40.0,2024-09-05 15:30:17.000000000,2024-09-05 15:58:17,683,F,3,27.189999999999998,3,14,46,-0.4999999999999997,-0.8660254037844388,-0.5000000000000014,0.8660254037844378,True
89,8717,20562221,10.112000000000002,1861,2024-09-05 14:39:59.000000000,2024-09-05 14:40:03.000000000,10.0,2024-09-05 14:47:44.000000000,2024-09-05 15:15:44,683,F,2,38.88,3,14,40,-0.4999999999999997,-0.8660254037844388,-0.8660254037844387,-0.49999999999999983,True
90,4710,20562219,13.825,4013,2024-09-05 14:43:51.000000000,2024-09-05 14:43:58.000000000,15.0,2024-09-05 15:00:09.000000000,2024-09-05 15:28:09,703,F,1,10.65,3,14,43,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025201,True
91,11071,20562211,39.5,3778,2024-09-05 14:39:32.000000000,2024-09-05 14:44:25.000000000,15.0,2024-09-05 15:01:59.083525794,2024-09-05 15:28:02,685,F,2,23.119999999999997,3,14,44,-0.4999999999999997,-0.8660254037844388,-0.8660254037844392,0.4999999999999991,True
92,5863,20562209,54.92085478197756,4653,2024-09-05 14:39:24.000000000,2024-09-05 14:39:48.000000000,15.0,2024-09-05 14:52:59.000000000,2024-09-05 15:20:59,703,F,2,34.480000000000004,3,14,39,-0.4999999999999997,-0.8660254037844388,-0.7071067811865466,-0.7071067811865485,True
93,3058,20562207,68.256,2591,2024-09-05 14:39:13.000000000,2024-09-05 14:39:16.000000000,20.0,2024-09-05 15:14:26.000000000,2024-09-05 15:42:26,683,F,2,12.04,3,14,39,-0.4999999999999997,-0.8660254037844388,-0.7071067811865466,-0.7071067811865485,False
94,11449,20562205,10.112000000000002,3034,2024-09-05 14:39:11.000000000,2024-09-05 14:39:20.000000000,20.0,2024-09-05 15:01:54.083525794,2024-09-05 15:09:01,695,F,1,16.36,3,14,39,-0.4999999999999997,-0.8660254037844388,-0.7071067811865466,-0.7071067811865485,True
95,10251,20562195,46.136,1612,2024-09-05 14:38:48.000000000,2024-09-05 14:39:18.293065910,20.0,2024-09-05 14:49:00.000000000,2024-09-05 15:17:00,707,F,3,47.89,3,14,39,-0.4999999999999997,-0.8660254037844388,-0.7071067811865466,-0.7071067811865485,True
96,5528,20562193,102.305,5174,2024-09-05 14:38:38.000000000,2024-09-05 14:39:29.000000000,20.0,2024-09-05 15:03:15.000000000,2024-09-05 15:31:15,685,F,6,77.43,3,14,39,-0.4999999999999997,-0.8660254037844388,-0.7071067811865466,-0.7071067811865485,True
